iter	RMSE
800	2822.186259
801	2821.176276
802	2818.863344
803	2818.686509
804	2817.035455
805	2814.994993
806	2814.700144
807	2814.293289
808	2813.103935
809	2811.54114
810	2811.037053
811	2807.326544
812	2807.049346
813	2805.493249
814	2804.697826
815	2803.659846
816	2802.036584
817	2800.174471
818	2798.719166
819	2798.312155
820	2796.721115
821	2795.238328
822	2795.024204
823	2793.683562
824	2792.527631
825	2791.402214
826	2789.041763
827	2786.828025
828	2785.677283
829	2783.76187
830	2781.527573
831	2780.912301
832	2780.624158
833	2777.512983
834	2776.445779
835	2775.942534
836	2775.347408
837	2774.339319
838	2772.363393
839	2771.023208
840	2770.918386
841	2768.931463
842	2768.728769
843	2767.959213
844	2766.748367
845	2766.646527
846	2765.574585
847	2764.264227
848	2763.187177
849	2762.135873
850	2760.895365
851	2759.278822
852	2757.693471
853	2757.395516
854	2755.614689
855	2753.304332
856	2751.896498
857	2750.853928
858	2749.224652
859	2748.828496
860	2747.88223
861	2746.662844
862	2745.558792
863	2745.293108
864	2745.094505
865	2744.019077
866	2741.504332
867	2739.997545
868	2738.659498
869	2735.329649
870	2734.781554
871	2732.423115
872	2731.166159
873	2730.447447
874	2730.095654
875	2729.285505
876	2727.024394
877	2724.489902
878	2723.424173
879	2721.443976
880	2721.215385
881	2720.68548
882	2719.0146
883	2716.865243
884	2714.737488
885	2713.723347
886	2712.076755
887	2712.014148
888	2710.963959
889	2710.648661
890	2708.241357
891	2707.807325
892	2707.433957
893	2705.551156
894	2704.190794
895	2704.090937
896	2701.446484
897	2699.243836
898	2697.731735
899	2697.450104
900	2697.246146
901	2696.717073
902	2696.441598
903	2695.939073
904	2694.060418
905	2692.936997
906	2691.613039
907	2690.064668
908	2688.865121
909	2688.265545
910	2686.555941
911	2685.746557
912	2684.887027
913	2684.651671
914	2684.177893
915	2683.384088
916	2682.290673
917	2680.715202
918	2679.203182
919	2679.062755
920	2676.587096
921	2676.376172
922	2674.713616
923	2673.915081
924	2673.083186
925	2672.106032
926	2671.684105
927	2670.152119
928	2669.921646
929	2668.592527
930	2668.176594
931	2667.41879
932	2666.707531
933	2665.857778
934	2665.043045
935	2663.757423
936	2663.469723
937	2662.233018
938	2661.84016
939	2659.629135
940	2657.734576
941	2656.145182
942	2654.579417
943	2653.665441
944	2653.271592
945	2651.401073
946	2650.365222
947	2647.875887
948	2645.907647
949	2645.428181
950	2643.759056
951	2642.353239
952	2641.833153
953	2639.998108
954	2639.797308
955	2639.034935
956	2637.876971
957	2635.792301
958	2634.837794
959	2633.966482
960	2632.542231
961	2631.188719
962	2629.822096
963	2628.519144
964	2627.645333
965	2627.019553
966	2626.405308
967	2625.001106
968	2623.955508
969	2621.580671
970	2619.76607
971	2619.291777
972	2618.404631
973	2616.836096
974	2614.133988
975	2613.36354
976	2612.015451
977	2611.721579
978	2611.380876
979	2609.230823
980	2606.256434
981	2604.748826
982	2604.330176
983	2603.76468
984	2602.594004
985	2601.278897
986	2598.918419
987	2597.690912
988	2595.677087
989	2594.974445
990	2594.624415
991	2594.288497
992	2592.762901
993	2592.007728
994	2590.915375
995	2590.102242
996	2588.889512
997	2587.431986
998	2586.139651
999	2584.917981
